カテゴリ1,カテゴリ2,サービス名称,リスク値,使用率
人材,eラーニング,eラーニングマネージャーZ,15,30
人材,eラーニング,i-netshool eラーニングシステム,25,75
人材,eラーニング,iStudy LMS,55,35
人材,eラーニング,KENRO,50,40
人材,eラーニング,KnowledgeC@fe,70,100
人材,eラーニング,KnowledgeDeliver,15,60
人材,eラーニング,LearningWare,65,55
人材,eラーニング,LearnO,50,90
人材,eラーニング,MENTER,30,70
人材,eラーニング,Multiverse,45,25
人材,eラーニング,Platon,65,75
人材,eラーニング,playse.,70,20
人材,eラーニング,Progate,65,50
人材,eラーニング,Schoo,50,80
人材,eラーニング,Seculio,20,35
人材,eラーニング,SLAP,60,80
人材,eラーニング,Smart Boarding,20,45
人材,eラーニング,Smart Habit,45,100
人材,eラーニング,SmartBrain,20,60
人材,eラーニング,Special Learning,30,70
人材,eラーニング,Speed LMS,50,30
人材,eラーニング,SURGE（サージ）,55,95
人材,eラーニング,TANREN,25,90
人材,eラーニング,TG-WEB eye,15,60
人材,eラーニング,TOP ESLオンライン英会話,15,20
人材,eラーニング,オンライン英会話･Bizmates,50,30
人材,eラーニング,コラーニング,50,70
人材,eラーニング,サイバックスUniv.,40,20
人材,eラーニング,ストアカ,25,60
人材,eラーニング,テックキャンプ,25,25
人材,eラーニング,ドットインストール,30,85
人材,eラーニング,学び～と,30,100
人材,eラーニング,光Webスクール,30,20
人材,eラーニング,資格スクエアクラウド,70,90
人材,eラーニング,派遣のミカタ,70,45
人材,eラーニング,SYMPROBUS Targeted Mail Training,45,95
人材,eラーニング,セールスeラーニング,15,75
人材,eラーニング,STUDY360,50,60
人材,OKR,banto,40,55
人材,web面接,ApplyNow,45,95
人材,web面接,BioGraph,65,30
人材,web面接,harutaka,65,85
人材,web面接,HireVue,35,20
人材,web面接,ITSUMEN,20,85
人材,web面接,SOKUMEN,30,35
人材,web面接,Video Interview,65,75
人材,web面接,VIEWHUB,65,70
人材,web面接,インタビューメーカー,50,35
人材,web面接,ウェブメン,20,70
人材,web面接,どこでも面接,45,80
人材,web面接,ドコデモ面接、LiveCall,70,90
人材,web面接,ビデオトーク,70,85
人材,シフト管理,アールシフト,55,85
人材,シフト管理,シフオプ,50,35
人材,シフト管理,らくしふ,35,45
人材,シフト管理,幹部の右腕,30,70
人材,シフト管理,HRBEST,40,30
人材,メンタルヘルス,ALART,45,60
人材,メンタルヘルス,Ally,70,45
人材,メンタルヘルス,Dr.健康経営のサービス,10,85
人材,メンタルヘルス,People’s,25,25
人材,メンタルヘルス,産業医クラウド,20,25
人材,メンタルヘルス,M-Check+,65,15
人材,安否確認,トヨクモ安否確認サービス2,25,100
人材,安否確認,安否確認bot for LINE WORKS,55,55
人材,健康管理,Carely,55,90
人材,健康管理,Dr.CHECK,60,100
人材,健康管理,newbie,10,15
人材,健康管理,STRESCOPE,45,50
人材,健康管理,your mediPhone,30,45
人材,健康管理,オフィスおかん,60,50
人材,健康管理,Atleta,65,20
人材,採用管理,COMPANY 雇用手続管理システム,60,80
人材,採用管理,HERP Hire,50,95
人材,採用管理,HITO-Link CRM,55,70
人材,採用管理,HRMOS,45,100
人材,採用管理,i-web 新卒採用モデル,35,95
人材,採用管理,JoBins,35,70
人材,採用管理,MyRefer,30,35
人材,採用管理,next≫,70,60
人材,採用管理,RPM,60,85
人材,採用管理,sonar ATS,15,40
人材,採用管理,Talentio Hire,20,65
人材,採用管理,エアリーフレッシャーズクラウド,35,50
人材,採用管理,ジョブスイート,70,55
人材,採用管理,リクオプ,15,25
人材,採用管理,リクナビHRTech採用管理,35,15
人材,採用管理,採用一括カンリクン,65,55
人材,採用管理,GLIT Admin,55,80
人材,採用管理,Official-Alumni.com,50,20
人材,採用管理,Discover,25,25
人材,採用管理,SkyFox HR,65,55
人材,採用管理,HireRoo,60,30
人材,採用管理,SHIRAHA,70,85
人材,採用管理,TalentCloud,70,30
人材,採用管理,Offers,70,30
人材,採用管理,Refcome,70,25
人材,採用管理,back check,65,80
人材,採用管理,リファレンス・レター,70,100
人材,採用管理,HRogリスト,15,100
人材,採用管理,Smartthon,60,95
人材,採用管理,Reworks cloud,40,30
人材,採用管理,Chemistry,65,95
人材,採用管理,Jobgram（ジョブグラム）,20,70
人材,採用管理,mitsucari,30,30
人材,採用管理,SALES SCORE,40,10
人材,採用管理,ミキワメ,25,55
人材,採用管理,ENLIST,25,70
人材,採用管理,moovy,60,45
人材,採用管理,HRアナリスト,60,95
人材,採用管理,Another works,20,15
人材,採用管理,Crowd Agent,40,15
人材,採用支援（面談）,Meety,35,50
人材,人材管理,CYDAS HR,40,100
人材,人材管理,hanaseru,65,90
人材,人材管理,HiManager,45,75
人材,人材管理,HR-Platform,45,55
人材,人材管理,HRBOX,50,30
人材,人材管理,HR君 haichi,25,50
人材,人材管理,jinjer,55,65
人材,人材管理,KAKEAI,15,50
人材,人材管理,LYSTHEA,30,90
人材,人材管理,muuv（ムーブ）,30,20
人材,人材管理,Skill Palette,20,50
人材,人材管理,Talent Viewer,70,50
人材,人材管理,Wistant,30,100
人材,人材管理,Worple,35,55
人材,人材管理,ZeeM 人事給与,50,30
人材,人材管理,アッテル（Attelu）,55,15
人材,人材管理,カオナビ,25,90
人材,人材管理,サイレコ,45,80
人材,人材管理,スキルナビ,40,70
人材,人材管理,ヒトマワリ,15,90
人材,人材管理,ベネワン・プラットフォーム,35,50
人材,人材管理,識学クラウド,35,15
人材,人材管理,人財成長支援システム モノドン,20,90
人材,人材管理,人事統合システム ADPS,25,75
人材,人材管理,1oN,20,35
人材,人材管理,1on1 Talk,45,100
人材,人材管理,1on1navi,50,25
人材,人材管理,1プロ,50,50
人材,人材管理,Co:TEAM,50,80
人材,人材管理,Nudge,65,45
人材,人材管理,SMILE SCORE,65,90
人材,人材管理,TeamUp,25,45
人材,人材管理,スマレビ,40,40
人材,人材管理,Interactive-Pro,50,85
人材,人材管理,Onn（オン）,70,95
人材,人材管理,Kakedas（カケダス）,70,15
人材,人材管理,COCOREPO,35,45
人材,人材管理,SKILL NOTE,20,85
人材,人材管理,impro（インプロ）,50,65
人材,人材管理,HRビジネスクラウド,15,20
人材,人材管理,ProfieeTeams,40,95
人材,人材管理,Hirame-ku,60,50
人材,人材管理,あたりずむ,40,30
人材,人材管理,HYOUMAN BOX,45,20
人材,人材管理,INSIDES,45,45
人材,人材管理,JOB BASE,50,15
人材,人材管理,HR-PROG,35,40
人材,人材管理,agelu,20,25
人材,人材管理,Visual,15,30
人材,人材管理,MinPre,35,25
人材,人材管理,スパイクラビット,55,45
人材,人材管理,モチベーションクラウド,20,55
人材,人材管理,ClipLine クリップライン,65,35
人材,人材管理,CastingONE,25,15
人材,人材管理,HRクロス,35,75
人材,人材管理,シューマツワーカー,35,50
人材,人材管理,HRBrain,40,45
人材,人材管理,Resily,30,80
人材,人材管理,HR Ring,40,45
人材,人材管理,コンケア,30,65
人材,人材管理,テガラみる,30,75
人材,人材管理,pasture,40,70
人材,人事評価,360（さんろくまる）,35,75
人材,人事評価,Habi*do,20,100
人材,人事評価,HuTaCT,30,65
人材,人事評価,MINAGINE 人事評価システム,30,50
人材,人事評価,MotifyHR,30,50
人材,人事評価,POSITIVE,25,35
人材,人事評価,Rosic,60,45
人材,人事評価,Smart Company,25,100
人材,人事評価,Step Up Cloud,45,85
人材,人事評価,WiMS/SaaS,15,70
人材,人事評価,あしたのクラウド,55,75
人材,人事評価,タレントパレット,35,70
人材,人事評価,人事評価システム P-TH+,65,50
人材,人事評価,人事評価ナビゲーター,65,20
人材,人事評価,人事奉行11,50,100
人材,人事評価,明快,15,85
人材,組織改善,ourly,70,70
人材,組織改善,riclink,20,30
人材,組織改善,ARICO,40,80
人材,組織改善,TeamSuite,35,15
人材,組織改善,Unipos（ユニポス）,50,65
人材,組織管理,Geppo,45,20
人材,組織管理,Goalous,70,100
人材,組織管理,GROW360,35,65
人材,組織管理,MARCO POLO,55,90
人材,組織管理,NaviLight,45,15
人材,組織管理,ウェルスコア,60,30
人材,組織管理,シナジーHR,55,25
人材,組織管理,チェンジ,65,45
人材,組織管理,wevox,20,15
人材,組織管理,Beatrust,70,35
人材,組織管理,THANKS GIFT,55,15
人材,労務管理,ARDIO,55,85
人材,労務管理,ARROW,55,35
人材,労務管理,BeeMyNo,50,70
人材,労務管理,Bizer,65,90
人材,労務管理,e-AMANO人事届出サービス,30,75
人材,労務管理,Gozal,15,60
人材,労務管理,GRAFFER 法人証明書請求,60,85
人材,労務管理,HuRAid 勤怠分析,30,80
人材,労務管理,MFクラウド給与,60,35
人材,労務管理,RPM Enterprise,30,50
人材,労務管理,SmartHR,10,80
人材,労務管理,TimePro-NX,70,20
人材,労務管理,WelcomeHR,50,100
人材,労務管理,オフィスステーション,50,50
人材,労務管理,楽楽労務,35,40
人材,労務管理,社労夢 Company Edition,70,95
人材,福利厚生,enigma pay,15,95
人材,福利厚生,フクスケ,30,100
人材,福利厚生,Aill,30,75
営業・売上,SFA,ActionCockpit アクションコックピット,50,25
営業・売上,SFA,ailead,30,35
営業・売上,SFA,BizMagic,55,40
営業・売上,SFA,Cloudbeat,20,45
営業・売上,SFA,COGシリーズ,40,25
営業・売上,SFA,desknet’s SSS,70,35
営業・売上,SFA,DPS for Sales,60,15
営業・売上,SFA,Dynamics 365 Sales,15,70
営業・売上,SFA,eセールスマネージャー,10,30
営業・売上,SFA,GrooForce,30,85
営業・売上,SFA,GrooForce 980 グルーフォース980,20,15
営業・売上,SFA,InfAjast ES3 インフアジャスト,40,40
営業・売上,SFA,intra-mart DPS for Sales イントラマートディーピーエス フォーセールス,45,95
営業・売上,SFA,Kairos3,60,25
営業・売上,SFA,LaXiTera,40,90
営業・売上,SFA,NEO GAINA,20,75
営業・売上,SFA,NICE営業物語 on kintone,55,55
営業・売上,SFA,Oracle Sales Cloud,45,90
営業・売上,SFA,Sales Force Assistant,70,25
営業・売上,SFA,Sales Hub,70,60
営業・売上,SFA,Senses,70,20
営業・売上,SFA,SmartDeal,15,75
営業・売上,SFA,UPWARD アップワード,25,30
営業・売上,SFA,WaWaFrontier,45,80
営業・売上,SFA,WaWaFrontier ワワフロンティア,50,80
営業・売上,SFA,アクションコックピット,30,20
営業・売上,SFA,クラウドビート,45,20
営業・売上,SFA,ネクストSFA,30,40
営業・売上,SFA,ワンズ営業日報,50,30
営業・売上,SFA,楽楽販売,45,90
営業・売上,SFA,LeadPool,15,40
営業・売上,SFA,SALESCORE,20,25
営業・売上,SFA,Leadle,55,15
営業・売上,SFA,Sales Crowd セールスクラウド,50,20
営業・売上,SFA,PharMart,15,60
営業・売上,SFA,Pharma SFA powered by JUST.SFA,40,95
営業・売上,SFA,アペルザクラウド,60,85
営業・売上,SFA,ApeosPlus Cards R,60,50
営業・売上,SFA,GimmeFive,65,75
営業・売上,SFA,PhoneAppli for Salesforce,25,35
営業・売上,SFA,Sansan,50,35
営業・売上,SFA,SMART SHARE,40,100
営業・売上,SFA,SmartVisca スマートビスカ,60,35
営業・売上,SFA,THE 名刺管理 Business,40,90
営業・売上,SFA,Wantedly People,65,50
営業・売上,SFA,アルテマブルー,55,50
営業・売上,SFA,名刺バンク,60,85
営業・売上,SFA,名刺管理ノメイシー,55,65
営業・売上,名刺（デジタル化）,Eight,35,100
営業・売上,名刺（デジタル化）,Ovalid（オーバリッド）,15,25
営業・売上,名刺（デジタル化）,SITTE,35,35
営業・売上,名刺（デジタル化）,ビジカ,25,50
営業・売上,名刺管理,myBridge,55,15
営業・売上,名刺管理,SmartVisca,15,90
営業・売上,名刺管理,メイシー,45,75
営業・売上,CRM,AICO,55,55
営業・売上,CRM,Ambassador Relations Tool,25,80
営業・売上,CRM,betrend,20,20
営業・売上,CRM,Conata,50,90
営業・売上,CRM,CRMstage,60,50
営業・売上,CRM,CRMツール｢MOTENASU｣,25,80
営業・売上,CRM,Customa!,40,10
営業・売上,CRM,Digima,10,70
営業・売上,CRM,EMOROCO,40,80
営業・売上,CRM,F-RevoCRM,40,45
営業・売上,CRM,FastSeries,50,70
営業・売上,CRM,FlexCRM,35,100
営業・売上,CRM,Fullfree,20,15
営業・売上,CRM,GEOCRM.com,45,95
営業・売上,CRM,GRMarketing,60,15
営業・売上,CRM,GRMarketing GRマーケティング,70,60
営業・売上,CRM,HubSpot CRM,40,35
営業・売上,CRM,i-CRM,30,95
営業・売上,CRM,Insight Core,65,75
営業・売上,CRM,inspirX 5,40,30
営業・売上,CRM,INTEGRAL-CORE,30,85
営業・売上,CRM,kreisel,35,35
営業・売上,CRM,LiME Salon,30,30
営業・売上,CRM,LTV-Lab,50,50
営業・売上,CRM,MicoCloud,15,50
営業・売上,CRM,mycsess,30,95
営業・売上,CRM,NetSuite CRM,70,35
営業・売上,CRM,PASELLY（パセリ）,70,45
営業・売上,CRM,PERSONAL CDP,65,65
営業・売上,CRM,prismatix,60,90
営業・売上,CRM,QuickCRM,35,25
営業・売上,CRM,R-CRM,30,70
営業・売上,CRM,Re:lation,15,20
営業・売上,CRM,Re:lation リレーション,60,35
営業・売上,CRM,Sales Cloud,25,20
営業・売上,CRM,Sales8,65,95
営業・売上,CRM,Salesforce Essentials,40,70
営業・売上,CRM,SHOP FORCE,35,45
営業・売上,CRM,Synergy!,25,90
営業・売上,CRM,toSTORE,30,45
営業・売上,CRM,USERGRAM,35,100
営業・売上,CRM,Visionary,65,95
営業・売上,CRM,Zoho CRM,20,100
営業・売上,CRM,うちでのこづち,35,50
営業・売上,CRM,カイクラ,15,75
営業・売上,CRM,キマRoom! CRM,60,15
営業・売上,CRM,クライゼル,30,80
営業・売上,CRM,サスケ,65,45
営業・売上,CRM,やずやの通販CRM,40,30
営業・売上,会員管理,matte,35,10
営業・売上,会員管理,Medy,70,65
営業・売上,会員管理,Nice!Members,25,95
営業・売上,会員管理,OSIRO,65,50
営業・売上,会員管理,Share Village,30,75
営業・売上,会員管理,SMART会員証,65,15
営業・売上,会員管理,station,40,40
営業・売上,会員管理,シクミネット,15,45
営業・売上,会員管理,ラクカン,55,80
営業・売上,会員管理,dodo point ドドポイント,25,70
営業・売上,会員管理,PiCRO,35,55
営業・売上,会員管理,hacomono,30,20
営業・売上,MA,Aimstar,45,40
営業・売上,MA,AutoLine,60,60
営業・売上,MA,BowNow,30,65
営業・売上,MA,goline,50,60
営業・売上,MA,i:Sales,45,50
営業・売上,MA,List Finder,40,25
営業・売上,MA,Lステップ,25,30
営業・売上,MA,MAJIN,70,100
営業・売上,MA,Marketing hub,30,15
営業・売上,MA,Marketo Engage,45,65
営業・売上,MA,MOTENASU,65,30
営業・売上,MA,Probance,35,90
営業・売上,MA,RESULT MASTER,45,30
営業・売上,MA,SATORI（サトリ）,45,55
営業・売上,MA,Tailor,20,40
営業・売上,MA,アクティブコア マーケティングクラウド,30,50
営業・売上,MA,スマケ！,40,60
営業・売上,MA,マーケティング,40,55
営業・売上,MA,マーケティングオートメーション MAJIN,15,75
営業・売上,MA,レコガゾウ,30,100
営業・売上,MA,KASIKA,20,90
営業・売上,カスタマーサクセス,circlace,40,45
営業・売上,カスタマーサクセス,commmune,35,90
営業・売上,カスタマーサクセス,CustomerCore,65,60
営業・売上,カスタマーサクセス,HiCustomer,45,50
営業・売上,カスタマーサクセス,N1 Cycle,15,65
営業・売上,カスタマーサクセス,Onboarding,70,95
営業・売上,カスタマーサクセス,openpage,70,55
営業・売上,カスタマーサクセス,pottos（ポトス）,25,100
営業・売上,フォーム営業,apoli,15,60
営業・売上,フォーム営業,APPOLO SALES（アポロセールス）,55,100
営業・売上,フォーム営業,ContactDM,60,30
営業・売上,フォーム営業,Eメールアポハンター,45,95
営業・売上,フォーム営業,GeAIne,60,65
営業・売上,フォーム営業,Knockbot,35,30
営業・売上,フォーム営業,Lead Dynamics,35,55
営業・売上,フォーム営業,SalesNow Form,55,70
営業・売上,フォーム営業,ULTRA FORM,35,15
営業・売上,フォーム営業,WEBAPO（ウェブアポ）,50,80
営業・売上,フォーム営業,リードハンター,20,80
営業・売上,フォーム作成,formrun フォームラン,55,30
営業・売上,フォーム作成,Tayori,35,45
営業・売上,営業,Comdesk,65,75
営業・売上,営業,アポレル,60,75
営業・売上,営業,Asales,45,15
営業・売上,営業,TimeSkipプレイブック,25,45
営業・売上,営業,チラCEO,60,60
営業・売上,営業,Saleshub,40,20
営業・売上,営業,Dot-B,30,25
営業・売上,営業,Keyman Letter,30,15
営業・売上,営業リスト作成,BIZMAPS,20,60
営業・売上,営業リスト作成,FORCAS,15,30
営業・売上,営業リスト作成,FutureSearch,60,80
営業・売上,営業リスト作成,ListA,55,50
営業・売上,営業リスト作成,Listoru,60,60
営業・売上,営業リスト作成,Musubu,20,65
営業・売上,営業リスト作成,SalesNow Targeting,40,70
営業・売上,営業リスト作成,Seiyaku,20,65
営業・売上,営業リスト作成,Urizo,20,60
営業・売上,営業リスト作成,ココリスト,70,85
営業・売上,営業リスト作成,ソーシャル企業情報,40,100
営業・売上,営業リスト作成,ラクリス,45,15
営業・売上,営業リスト作成,リスタ,50,60
営業・売上,営業リスト作成,リストクラスター3,60,80
営業・売上,営業リスト作成,国内マーケティングリスト,20,60
営業・売上,営業支援,feels,65,60
営業・売上,営業支援,kakutoku for Sales Agent,15,60
営業・売上,営業支援,SmartSlide,55,75
営業・売上,営業支援,bellFace,55,65
営業・売上,営業支援,BALES CLOUD,50,20
営業・売上,営業支援,Sakura outbound,50,85
営業・売上,営業支援,VCRM,45,65
営業・売上,営業支援,Magic Moment Playbook,20,20
営業・売上,営業支援,マピネス,55,100
営業・売上,営業支援,Forest,30,65
営業・売上,営業支援,PropoCloud,50,20
営業・売上,web支援,Stanlly,65,35
ソーシャル,SNS,ATELU,45,80
ソーシャル,SNS,lit.link,25,15
ソーシャル,SNS,moribus,15,35
ソーシャル,SNS,Owgi,25,65
ソーシャル,SNS,Reposta,15,65
ソーシャル,SNS,SmartHash,55,30
ソーシャル,SNS,Tofu Analytics,65,95
ソーシャル,SNS,キャンツク,25,25
ソーシャル,SNS,imstream,50,30
ソーシャル,SNS,Pintab,65,70
ソーシャル,SNS,SAKIYOMI,40,75
ソーシャル,SNS,Liny,45,95
ソーシャル,SNS,Statusbrew,45,100
ソーシャル,SNS,Route Map,30,40
ソーシャル,SNS,SocialDog,35,100
ソーシャル,SNS,ソーシャルPLUS,70,90
ソーシャル,SNS,MASAI,45,30
マーケティング,イベント管理,Event Cloud Mix イベントクラウドミックス,25,20
マーケティング,イベント管理,EventBASE,45,20
マーケティング,イベント管理,eventos,70,80
マーケティング,イベント管理,Q-PASS,40,40
マーケティング,イベント管理,reBako,55,90
マーケティング,イベント管理,イーベ!,25,40
マーケティング,イベント管理,イベントレジスト,50,10
マーケティング,イベント管理,株主総会クラウド,50,100
マーケティング,イベント管理,Anky,20,80
マーケティング,イベント管理,チケット管理システム,40,100
マーケティング,イベント管理,Shares,15,50
マーケティング,ウェビナー,Adobe Connect,20,35
マーケティング,ウェビナー,GigaCast®,15,50
マーケティング,ウェビナー,LiveOn,50,85
マーケティング,ウェビナー,Microsoft 365 Business,15,60
マーケティング,ウェビナー,Skype,10,20
マーケティング,ウェビナー,V-CUBEセミナー,40,50
マーケティング,ウェビナー,Webex Events,20,25
マーケティング,ウェビナー,Zoom ビデオ ウェビナー,50,20
マーケティング,ウェビナー,コクリポ,30,15
マーケティング,SEO,EmmaTools,25,70
マーケティング,SEO,Gyro-n SEO,20,85
マーケティング,SEO,Keywordmap,35,30
マーケティング,SEO,Pascal,35,50
マーケティング,SEO,SEARCHWRITE,10,30
マーケティング,SEO,tami-co,40,85
マーケティング,SEO,キーワードマッチ,45,85
マーケティング,SEO,ミエルカ,45,35
マーケティング,SEO,文賢,60,60
マーケティング,SEO,CONTENTS ANALYST,60,65
マーケティング,SEO,AIアナリスト,55,50
マーケティング,webアンケート,Cuenote Survey,35,65
マーケティング,webアンケート,Google フォーム,60,100
マーケティング,webアンケート,LimeSurvey,35,80
マーケティング,webアンケート,Questant,35,20
マーケティング,webアンケート,WEBCAS formulator,50,95
マーケティング,webアンケート,100人アンケート,40,35
マーケティング,webアンケート,CVリフト,60,60
マーケティング,webアンケート,Fastask,30,85
マーケティング,webアンケート,Freeasy,65,45
マーケティング,webアンケート,GMO Market Observer,65,30
マーケティング,webアンケート,MOMONGAアンケート,35,20
マーケティング,webアンケート,myアンケート,20,60
マーケティング,webアンケート,QiQUMO（キクモ）,60,95
マーケティング,webアンケート,Qooker,65,20
マーケティング,webアンケート,Questant クエスタント,55,30
マーケティング,webアンケート,WSS,65,100
マーケティング,webアンケート,Zerone,70,90
マーケティング,webアンケート,アラームボックス,45,90
マーケティング,webアンケート,ビザスクexpert survey,20,25
マーケティング,webアンケート,Grill Research,60,90
マーケティング,webアンケート,EmotionTech CX,70,85
マーケティング,webアンケート,Harks Feedback,15,65
マーケティング,キャンペーン（LINE),SmartReceico,20,20
マーケティング,ブランド,ブランディングバンク,35,80
マーケティング,ネットリサーチ,CREATIVE SURVEY,55,55
マーケティング,ネットリサーチ,DIP Survey,40,35
マーケティング,ネットリサーチ,MApps for Survey,30,90
マーケティング,ネットリサーチ,CODE for Business,50,50
マーケティング,ネットリサーチ,GMOリサーチ,20,20
マーケティング,ネットリサーチ,myアンケートlight,20,60
マーケティング,ネットリサーチ,SmartSurvey,20,65
マーケティング,ネットリサーチ,Sprint,60,95
マーケティング,ネットリサーチ,SurveyMonkey Audience,30,90
マーケティング,ネットリサーチ,Zoho Survey,25,70
マーケティング,ネットリサーチ,マクロミル,70,25
マーケティング,ネットリサーチ,ミルトーク,50,100
マーケティング,ネットリサーチ,リサーチプラス,50,100
マーケティング,マーケティング,b→dash,70,60
マーケティング,マーケティング,BuzzSpreader Powered by クチコミ＠係長,45,30
マーケティング,マーケティング,cinarra,15,90
マーケティング,マーケティング,Cloud CIRCUS クラウドサーカス,50,75
マーケティング,マーケティング,Cloud CMO,60,80
マーケティング,マーケティング,deech,15,40
マーケティング,マーケティング,Flinters Data Hub,55,60
マーケティング,マーケティング,Follop Subscription,60,40
マーケティング,マーケティング,iCON Suite,45,75
マーケティング,マーケティング,NetReal＋,70,80
マーケティング,マーケティング,Prefer Cloud Platform,40,65
マーケティング,マーケティング,PREPARE,65,95
マーケティング,マーケティング,Re:Dealer,50,70
マーケティング,マーケティング,TerraMap,40,80
マーケティング,マーケティング,REECH DATABASE,60,30
マーケティング,マーケティング,Letro,65,95
マーケティング,マーケティング,TUBERS,25,20
マーケティング,マーケティング,FANSHIP,45,70
マーケティング,マーケティング,PARKLoT,40,50
マーケティング,マーケティング,Lead Brizzy,55,30
マーケティング,マーケティング,U-KOMI,70,50
マーケティング,マーケティング,DuraSite-Tracker,25,70
マーケティング,マーケティング,BeeSight,20,95
マーケティング,マーケティング,Cloud CMO,15,70
マーケティング,企業調査,SPEEDA,15,85
マーケティング,企業調査,xenoBrain,20,85
マーケティング,同意管理,Trust 360,35,30
マーケティング,予約管理（セミナー）,CMC Solutions セミナー予約システム,30,60
マーケティング,予約管理（セミナー）,アイテル,60,30
マーケティング,予約管理（セミナー）,Direct In,15,50
マーケティング,予約管理（セミナー）,かんたん診察予約システム,50,55
マーケティング,予約管理（セミナー）,民泊管理パッケージ,35,15
マーケティング,BIツール,aibou,40,30
マーケティング,BIツール,BIQQ,55,85
マーケティング,BIツール,DataDeck,55,80
マーケティング,BIツール,dataDiver,15,90
マーケティング,BIツール,Domoドーモ,55,35
マーケティング,BIツール,LaKeel BI,35,20
マーケティング,BIツール,Pentaho ペンタホ,50,35
マーケティング,BIツール,Srush,20,15
マーケティング,BIツール,WebQuery,20,45
マーケティング,BIツール,Yellowfin イエローフィン,15,95
マーケティング,BIツール,ピーシーキッドアナライザー,40,55
マーケティング,BIツール,＆act,60,15
契約・法務,契約管理,AXLGEAR,25,45
